id,average_rating
15566,4.033016
392873,3.949465
57913,4.1541758
8889142,3.924161
15790833,4.2195854
34658,4.1330867
3258891,4.306797
1557369,3.9540653
23245312,4.1225343
68260,4.028964
10453436,4.063982
41424,3.9799252
27267112,4.0009875
18051301,3.8822227
103180,4.039996
40587406,3.924161
7130788,4.0423174
278198,4.002573
29948,3.992121
169756,3.913739
628283,4.020796
10728435,4.005598
13154142,3.992121
129659,4.0054
15707018,4.0747843
1551211,3.977496
9462795,4.088641
109421,4.1163945
20075,4.0467
672178,4.082281
376579,4.1730857
942959,3.9385166
29383696,4.0014358
45916638,3.8117373
8487363,4.0337877
543164,4.0395517
13486177,4.0155354
18715598,3.9626443
49176,4.0144825
7842739,4.178138
25481803,4.019465
7314827,4.01505
3392668,3.973322
161503,3.9801524
7366,3.9871645
335258,3.945137
13628713,4.0192394
324296,4.0557528
30133993,3.9240394
23014733,3.9988837
18189134,3.9909866
592089,3.9955766
10459088,4.1261473
28580871,4.032064
15496,4.019848
31367949,4.0014358
1095697,4.0166826
39397,3.974241
199688,4.0306134
78426,4.0543942
562989,4.1552305
292868,3.9145339
6294553,4.142978
5015,3.8668122
12646818,3.9849615
8156791,3.9626443
6356187,4.257025
13586786,4.033965
16025807,4.0014358
420729,3.9464283
8678316,4.006114
33459,3.9549594
24259392,4.045854
5329489,3.9734344
245727,4.005337
14031,3.9401305
1736739,3.9910884
17909627,3.9942122
7320458,4.010311
35068742,4.048402
13320466,3.8546185
17290682,4.027765
1292398,3.94671
797298,3.933351
21897920,3.9385166
84592,4.182104
1641409,4.0596685
1928405,3.8754349
359800,3.986233
271293,4.0234346
347143,3.9135833
18670195,3.9385166
6013239,4.0623264
5983694,3.8898761
49535136,3.9719162
9872091,4.081975
3609763,4.1306934
2208744,3.9982479
10021050,3.937068
17324,4.1123724
20987875,4.0063834
129327,4.03911
11277484,3.8822227
53970,4.1123724
25877188,3.9265037
17158059,4.114147
30658,3.7947135
18776942,4.0014358
23495112,4.028261
28114673,4.2232857
902715,4.083112
33801718,4.153171
44186,4.185992
2120932,3.9588985
5945363,4.099783
38198027,3.952048
26256237,3.9461834
22478,3.9416223
13375285,3.967368
1474628,3.9240394
17841,4.065692
452157,3.9135833
17731595,3.9753656
337537,4.0747843
18754726,3.9588985
107082,4.0557528
17872528,4.1355247
23258641,4.0580845
816580,4.0483227
613268,4.010006
5625477,3.9486454
24334,4.034116
11094094,4.0321436
10255156,4.01505
55354,3.8464634
96263,4.022763
161099,3.8751702
28090093,3.872042
5562484,4.0557528
20924605,4.0604496
659578,3.9880116
61666,4.084567
358856,3.986233
75586,4.0098505
771941,3.9326746
17835709,3.977255
750249,3.5954
25519195,4.086988
2203766,3.978399
17229636,4.010469
23160974,4.105816
23285694,3.884707
9471065,4.0306644
10425958,3.7947135
12196789,4.064539
5342,4.027784
66676,4.020796
217637,3.9891298
53130,4.222253
15845821,3.9943929
22226453,4.178138
22570789,4.0144825
29502332,4.027046
6286042,4.040754
11262609,4.0887556
79549,4.0615416
153592,3.9886708
104507,3.940984
29981261,3.9889832
18809475,4.0636683
8074831,3.9813664
919341,3.978399
16036611,4.0337877
244813,4.1030207
7042,4.2889533
311980,3.9612901
7985169,4.0185747
6156,3.964872
8849382,3.9848845
41184315,3.9139724
11337189,3.8135102
28859,3.8983054
15998465,3.9626443
406683,3.9897695
515885,4.1789303
28587957,4.047201
110985,4.040419
294044,4.0319824
22055878,3.945137
6496803,4.039605
17859911,3.977255
9608954,4.018958
39297840,3.992121
18490657,3.914791
28249945,4.004361
173572,3.887188
10891220,3.9936464
8293107,4.0098505
28222196,3.9614844
874419,4.315648
62805,3.8500502
24722065,3.902172
22490206,3.8144405
12844699,4.006287
659469,3.728727
18042658,4.0391207
6064622,4.0190706
11703597,4.040963
16047633,4.0385084
266668,3.8822227
30687916,4.024751
7123161,4.2155876
69722,4.041461
1825349,3.9795606
568047,3.949465
114725,4.034116
35605654,4.027784
42674568,4.009643
22011936,4.045854
26007617,3.9168222
36587026,3.9536731
5132915,4.043005
1243525,4.1366243
9706047,3.9721775
13063098,3.95686
8977434,4.058944
9565548,4.0697823
124920,4.0199733
7469133,4.0669274
733730,3.973322
16156006,3.9181743
63913,4.017311
77996,4.0644703
184565,3.9734344
206868,4.1368294
18849994,4.0557528
52494371,3.967368
35478658,4.0669274
1001624,3.949465
189311,3.9357994
22836165,3.8984578
1136210,3.9706793
3266670,4.0337877
210329,3.9910884
1063298,4.0954556
1553885,4.0361586
72872,4.01812
62885,4.048598
26597404,3.965164
15832316,4.025284
42612771,3.9626443
35276925,4.089834
11664488,4.0463467
236,3.9345355
29874077,4.0559225
13641208,3.9028237
17331327,3.9338617
809428,3.9249535
723456,3.964872
17222083,3.965164
21570074,4.084461
11215260,3.9992528
1103210,4.1163945
10666722,4.046311
12439063,4.0234346
25820836,3.9270039
491087,3.988098
568070,3.949465
882541,4.0371904
19181243,4.1621437
240950,4.074732
497179,3.9401305
7049216,3.8822227
6795401,4.096747
2411390,3.933677
34138475,3.9606526
22907051,3.9884214
44012880,4.0190706
184997,3.9734344
13891,4.177987
10814,4.0397873
154423,3.9753656
147039,4.129244
13517444,4.002573
3954298,3.9145339
226151,4.01505
13662,4.0150213
18405346,3.9626443
13506029,4.057465
18145146,4.047081
2299887,4.0527534
15940448,3.9626443
6593530,3.9626443
6323307,4.1243258
949709,4.087731
57545,4.073919
129131,4.1001062
13986,3.9750745
15991079,4.098568
9303006,4.1872525
19263293,3.9790568
17252254,4.024234
1376220,3.9223943
18187013,4.0476055
746255,3.9270039
23129839,3.9719162
23492671,4.008876
413794,4.1415186
398863,4.0079412
421044,4.1834307
20518872,4.045933
16092672,4.0382924
7826116,4.1370554
28446327,3.9658554
8171378,4.1302586
20426917,4.008569
274746,4.042696
39351353,4.098568
10148600,3.9614844
15468163,3.9626443
100237,3.9385166
32620357,3.8881564
3326542,3.9400148
23055095,3.9799252
26867235,3.9936876
30347,4.0432158
7562764,3.9977334
1051549,3.9338617
334286,4.017311
98897,3.9567826
2074153,4.070738
104608,4.1572833
18632335,3.9168222
711232,4.4680195
22716194,3.9326746
85459,3.9630377
23878,4.1330233
826576,3.8325293
1405527,3.949465
29519514,4.0385084
850390,3.9938233
345299,4.274868
1235056,3.9168222
331196,4.0306644
18001399,4.042883
2998,3.9726129
954936,4.006983
12352843,3.93968
3115453,4.0809555
32813314,4.010369
5327823,4.068338
43063328,3.9168222
18238,3.9072158
3066,3.8960662
581552,4.2122383
13568546,4.0014358
35297272,3.934894
4711854,4.1572833
3699512,3.9135833
702243,3.9553347
43603,3.9176686
9922078,3.9557102
964530,4.0377455
818449,4.0420103
15925,3.992121
42861019,3.940984
27999,3.9847274
2599523,3.8973765
2643388,4.090614
481372,4.1095233
15743461,4.179806
16113791,3.9551737
69416,3.9519873
11197135,4.013357
6614960,4.0285764
6734392,3.9994771
17969867,4.0967875
6305573,3.9949703
167302,3.9145339
40721873,3.9152768
294068,3.9612901
26571,4.006095
13602986,4.0185747
1177766,3.9401305
815870,4.038113
22914687,3.944628
22320449,3.8984578
12265635,4.0825377
275844,3.8751702
400,4.047201
18464441,4.039442
741826,4.0527534
23492613,3.977496
133203,3.9418342
5849,4.119095
129877,3.89845
180648,3.8960662
12959233,4.3820105
18631943,4.0666065
752721,4.015512
9031163,4.123573
18485370,4.0529146
33628600,4.0015125
13563940,3.9304705
2159,3.9549594
811191,3.96762
11291472,3.9973247
6854690,3.93968
8380409,4.1620984
6091609,3.9626443
39402,3.947707
10762662,3.8973765
1237016,4.1507707
3534447,4.005598
156153,4.1243258
18513423,3.9734344
162923,3.9825296
559042,3.949465
12210,4.2977333
34516072,3.9400148
23315493,3.9982479
385580,3.9125261
27984883,4.0497255
447884,4.3442802
2551426,3.9658554
597320,3.9135833
29608974,4.007862
209176,4.0285764
15783386,3.9486454
6898978,4.2040305
35519109,4.0494776
630879,3.9752624
23659068,3.9750745
42660831,3.8117373
21323,4.222253
1839245,4.0056133
322662,3.9145339
7126,4.316735
18337719,3.964872
68333,4.048402
16079228,4.0376387
32571395,4.040754
15768536,4.005598
207781,4.064288
37822534,4.038017
12084273,3.9626443
17672770,4.022763
37794574,3.9856343
11796349,3.9880116
23269575,4.041771
6609490,3.9736044
11476593,4.0185747
27220736,3.951688
24222291,4.0382924
10428848,4.0385084
6047138,3.9176686
13414446,4.024751
9378297,3.9847538
22477,3.9357994
33395557,4.084218
25944798,4.0521746
105301,3.978399
11660106,3.9626443
17338293,3.972287
119494,3.9163544
98807,4.038936
78887,4.009643
11700593,3.9606526
22466924,3.9614844
15734418,4.011799
8262461,3.965164
6056915,4.017311
1161134,3.949465
75506,4.24802
37169,3.933677
7793496,4.1700573
97042,3.993373
40941784,4.005616
34752946,4.0014358
44164186,3.9626443
33516772,4.106345
609160,3.9606526
22030418,4.060874
10955240,3.9658554
70101,3.965164
13616471,3.9880116
32263,4.050079
1075635,4.004361
194800,3.949465
19189005,3.9072158
22574156,3.949465
2638736,3.9168222
29537439,4.213108
12990568,3.9626443
2249196,4.0613956
89358,3.992121
1642216,4.0886183
357787,3.9519873
9741111,4.090614
107769,4.042883
51282440,3.8714495
883995,3.89845
1405569,3.9338617
27229264,3.9781556
8680,3.9470785
15851125,3.9614844
18867493,4.234606
534258,3.933677
16139641,4.007862
93795,4.0580845
10335701,4.0337877
17707092,3.9423766
13337625,3.9626443
17230880,3.9939754
13539044,3.8668122
4495772,4.0467
23146505,4.3442802
18259637,4.1076074
28517453,3.9737608
1773085,4.089472
48651999,4.0236635
18193965,3.9204037
121367,3.9168222
3526,3.8754349
18669536,3.9115796
3097734,3.9880116
9097523,4.0529146
1029807,4.0144825
206309,4.017311
102661,4.0396304
93793,4.027765
1087204,4.082879
20561916,4.244351
590272,4.0314093
13088498,3.9385166
2353903,3.9961069
25740412,4.1550107
21717,4.061241
355261,4.0163927
32855596,3.997656
53398496,3.9626443
165395,3.891747
80989,3.8499093
26865311,4.002573
20793484,4.022709
6979689,3.988098
401838,4.019439
23164927,3.9979408
4440396,3.9612901
8506085,3.8199275
266663,4.027765
393474,4.2642307
6275434,4.0917187
439982,4.114147
782095,4.2869163
498214,4.089843
22038362,4.042198
52223,4.2192483
234184,4.0871143
102114,4.082879
31171,4.072796
17036579,4.019848
223313,3.9338617
4685,3.9401305
3127736,3.8298452
12891160,4.005337
34197014,4.0374765
52228,4.0199733
46038462,4.0014358
6394175,4.153171
16109762,4.0337877
13547152,4.009643
9483735,3.9659774
31450752,3.9135833
28417,4.008569
13592828,3.995215
395058,4.2215557
1191810,4.0014358
17801,3.9418342
442796,4.0014358
694207,3.9559715
32573182,3.974441
17852667,3.9626443
6715394,4.074746
6627633,3.873834
231826,3.8980591
782832,3.9338617
6376720,3.9977367
3444292,4.2232857
39859994,4.143011
557700,3.9401305
498835,4.1131697
22587955,3.9670134
551876,4.1572833
50635512,3.9877717
2040424,3.9557102
28332646,3.9168222
884430,3.9135833
26936,4.0232363
28759,4.0803967
17264519,3.798958
48567611,4.194373
150236,4.010369
40159,4.0301943
121927,4.118545
144919,4.0144825
23245584,3.988098
32487439,4.0014358
18161933,4.010006
1054035,3.9139724
392583,4.1169615
11588,4.255505
45026,4.0864916
30858,3.914822
26856996,4.0234346
12882368,3.9896522
13347531,3.9552374
2430907,4.105816
16124577,4.192851
61943,4.0376387
59833,4.1417313
368593,3.9675486
230003,4.020874
18138755,4.0378036
17304033,4.0144825
2122741,3.9326236
35448,4.1573267
27876293,3.992121
15833906,3.9424386
8968323,3.8980591
16054114,3.9902244
22494636,3.9626443
1259288,4.0615416
824728,4.0304565
20317264,4.017311
16059689,3.9168222
11746513,3.977255
25575635,4.098131
25394547,4.0527534
7915496,4.025284
8623763,3.894037
10602457,4.1834307
413326,4.006114
299795,4.0144825
32864276,4.0351906
766020,4.215556
21818422,3.887188
41386643,3.8111145
18498569,3.951688
35915966,4.0144825
16072107,3.9400148
138452,4.0578904
13012275,4.006114
40409718,4.036029
413256,4.1872525
12805349,3.9072158
381355,3.9029965
13065242,3.9670134
2230670,3.9509664
12922039,4.004361
294284,4.0483227
7937510,3.9964733
1072093,3.907558
30002,3.9743237
27800998,4.0014358
706011,3.988098
952429,4.0128717
78159,4.611217
7191422,4.017311
58272,3.9563909
27056,3.9135833
17235026,4.08883
4305074,3.9910538
82397,4.071136
28889274,4.0144825
1330492,3.9626443
13138505,4.1403627
12888599,3.9006648
11508357,3.988098
30386,3.9916954
86737,4.0376387
25030631,4.042379
11845873,3.9267764
4061532,4.0721803
9394010,4.0423174
6854184,4.309261
2917083,4.0228148
4497759,4.068894
356728,4.030184
9009787,3.9626443
6509552,4.0337877
9640591,4.0088396
99794,3.9049516
17162900,3.9626443
68143,3.9385166
23437906,4.002573
108924,4.3891983
40158,4.0006843
77353,3.7577362
17337179,4.3509893
12213159,4.0014358
14059464,4.0008116
199687,4.0917187
2227735,3.9401305
737630,3.9909866
16951,4.123573
1306847,3.9626443
4935682,4.1818943
40327,3.949465
22695,3.9753656
22884430,4.0014358
35495848,4.0321436
353549,4.106345
12317217,4.0555267
168283,3.965164
20945751,4.05694
210435,3.9606526
4052800,3.8559122
19194589,4.047081
9640,3.900413
1163885,3.9614844
7052663,3.988098
9786641,3.9385166
17465453,4.033029
17774609,4.0438867
23494381,3.9896564
6329322,4.0185747
29099920,4.068338
16172634,4.0458536
9150087,4.010369
8251057,3.9606526
17183416,3.9338617
259031,3.9606526
16137612,4.0665865
2296567,3.9308364
16085517,3.884707
9514590,4.061524
377894,4.1366243
17646,4.032975
17689,3.7947135
28721,3.985004
7809,4.014372
23705985,4.0314093
10908459,3.9049516
6304335,4.108882
547280,3.9498467
24403679,4.0476055
708432,4.1552305
24962556,4.142978
76668,4.089834
5896014,3.9721296
1243240,3.965164
21270467,3.9880116
50910459,4.0014358
8073,4.1794357
17038015,3.980519
156222,3.9168222
18513754,4.270278
1921992,3.9668784
99944,3.978399
17340908,4.010369
1557357,3.9540653
365331,3.9752624
92755,4.004361
201817,3.9338617
7356329,3.911041
18782487,4.270278
28257707,3.9734344
2157324,4.067195
518777,3.949465
23398806,3.983535
108064,4.089843
12913027,3.9977367
15830032,4.047081
15808770,3.977255
65471,4.004361
804860,4.12397
288962,3.9225092
24131307,4.42319
830205,4.0087423
484143,3.949465
17343346,3.9626443
59881,3.992121
12620969,4.050079
11342260,4.065757
775986,4.0597286
124469,3.9196799
35606560,3.9176686
311742,3.9612901
40520487,3.9626443
22918893,4.0585585
1629007,3.9197547
333329,4.027784
18708437,4.0166826
296302,3.9385166
3063035,4.039247
21861356,3.9942124
2517439,3.9326746
144350,3.9897695
267478,3.7958736
23450924,4.1366243
165661,4.667625
1601532,3.9734344
247178,4.041501
6117055,4.000743
142973,3.9338617
16147062,4.0139685
50021040,3.933677
218677,4.022763
185407,4.0619926
857333,3.914822
1977834,3.8140836
2807835,3.950118
275000,4.005598
1264916,4.002573
1300270,3.9626443
4086725,3.9168222
29906980,3.9326746
161657,4.0557528
5700,4.129244
1032784,4.055375
73965,3.93968
35707080,3.9964733
13248799,3.8805618
13392925,4.09274
11284808,3.9196799
43072813,3.9848845
15721051,3.9612901
6559244,4.010311
94529,4.0199733
20601872,3.9764001
23341602,4.01505
17794028,4.01705
829313,3.968382
89788,3.950118
18161523,4.033016
1145570,4.0809555
127639,3.9778938
269795,3.9938233
428263,4.1931705
17177675,3.9734344
2552942,3.9314063
400634,4.0557528
7599243,4.089834
30754980,4.0182095
9372166,4.0432158
12857,3.902172
20905438,3.9401305
3680404,4.039442
9712341,3.9745355
2145843,4.1439724
2444135,3.9992528
12043771,3.9270039
69864,3.978399
9612448,4.1355247
31336,4.091955
6512140,4.047201
24820291,4.0527534
3241366,4.0589075
10757749,3.873834
7285385,3.9896522
23461945,3.9964733
15861491,4.106883
830382,4.0085335
10158656,3.867527
410296,3.9168222
6319,3.911041
245056,3.933529
23296724,4.0014358
2253942,3.941735
25484579,4.080515
35965782,4.0014358
13438524,3.9371848
15790837,3.8703327
19370974,3.9433906
6368230,4.0218477
18941670,4.1725006
7804289,4.011588
16101072,4.019848
30762640,3.9606526
40651780,4.105816
8439862,4.0190706
11731782,4.0646043
355697,4.032774
30079697,3.9868474
28233096,4.089834
16241144,4.0100994
17320075,4.0483227
46182,3.965164
138461,3.949465
2232799,4.007862
9335032,3.953264
13638333,3.9880116
407234,4.012105
141213,4.1366243
194738,3.9988837
279461,4.1123724
96442,4.092965
23587446,3.8714495
9536317,4.0234346
35621414,4.002573
347151,3.9880116
37398,3.9663458
2854462,3.8199275
9960624,4.015665
8563824,3.9750745
6562804,3.9626443
235718,4.0337877
845250,4.024234
1970527,3.9385166
9024268,3.9606526
1504506,4.0321436
19631,3.8807344
35074316,4.0014358
15758934,3.849187
12962700,3.988098
427920,3.97822
18242781,3.997209
18008076,4.005598
1165023,4.0321436
114773,3.973322
6054106,4.2426896
29635592,3.9225092
43189596,3.9719162
545587,4.0636683
6192376,4.0054
4107256,4.0234346
18249261,4.0144825
215539,4.1131697
7530,3.9720302
142884,4.123573
11980409,4.2424355
22693211,3.8932433
361487,3.891747
282646,3.978399
34670747,4.0337877
135742,4.0144825
21404695,3.9401305
1494241,3.9790568
969269,4.129244
1487383,3.8199275
317056,4.098568
116512,3.8683088
50196744,3.9225092
10134425,4.0558453
1031422,3.9626443
6420507,3.9345355
13239849,4.075139
2038020,4.0166826
6657114,4.0557528
10910023,3.964872
38712751,4.1683407
7104451,3.9338617
13123833,4.0014358
1824193,3.971828
252502,3.9752588
34389270,3.9143734
68096,3.9805727
11115457,4.0190706
15723025,3.93968
11599,4.2851086
17284746,3.9955766
33623215,4.0014358
180739,4.104398
1496,4.2733126
41668,4.143606
25121739,4.022763
20774673,4.048629
285792,4.215556
9499774,4.309261
41814388,3.84241
11061588,3.9385166
23763,4.2192483
6377319,3.8973765
17974205,3.9626443
11200941,3.9679875
7183665,3.944628
5203,3.940709
87665,4.1834307
1641944,3.9626443
56268,4.052509
18528638,4.090614
6558237,3.9415786
2496478,4.018958
15790886,3.9189737
15985373,4.110785
36465433,4.098131
2342881,4.033965
690955,4.204702
323862,3.9176686
24464234,4.0014358
109692,3.9977367
19275608,4.010469
29454499,3.9567826
21462154,3.887188
110692,4.209947
2689809,4.0085335
298567,4.0337877
77733,4.0903225
10421919,4.0234346
546721,3.9663458
10508526,3.9622865
270100,4.1274776
32108,4.0448065
3484001,3.965164
2785725,4.1123724
1349302,3.9626443
226738,4.0530043
440419,3.9734344
21856367,3.978338
20569957,4.0015974
30256248,3.9484732
846493,3.921242
11768,4.1074038
3344411,3.921655
30374784,4.0438867
15733851,4.0480213
130312,4.0085998
5139,4.0527534
22859484,4.01505
252,4.1621437
2501455,4.010469
18635040,4.005337
1038968,3.985496
20578654,3.9135833
10497786,3.958332
9590593,3.9622865
10737650,3.973322
2702141,3.9752624
7076706,3.9923859
319138,4.076228
46755,3.94671
65093,4.002573
29587324,4.0014358
15778138,4.002573
16170424,4.047201
22564249,4.0143566
15924677,4.0385084
22460295,3.9270039
22836510,4.3623953
15723882,4.1403627
115605,4.154582
2613299,3.9964733
18513843,4.017311
136814,3.9606526
266904,3.9790254
10280643,4.0166826
129216,3.9519873
7700881,4.1001062
8334925,4.0432158
35619656,4.021205
277207,3.89845
1373866,4.22483
377916,4.1368847
12666682,4.140461
10394216,4.1417313
25454883,4.0745144
30152061,4.1415186
